"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:219"	"GO:219"	"FOXA1_ECC1_HG19"	"67/1937"	"290/12202"	0.000734031888492403	0.0481963953546392	0.0467145885146581	"888/1476/1630/1722/3256/3472/3645/3742/3780/4939/5554/5840/6693/7555/7561/8813/9409/9411/9966/10147/10264/10868/11924/12885/13059/13263/17400/17402/17648/17864/18744/18830/19686/19807/21340/21446/21784/22367/22382/22661/23324/23694/23814/24072/24743/24950/25232/25242/25506/25575/26526/26944/27053/27167/27262/27637/27760/27768/27963/28688/28974/30155/30558/30831/31244/31391/31626"	67
"GO:251"	"GO:251"	"GATA3_A549_HG19"	"47/1937"	"193/12202"	0.00138490870694023	0.0481963953546392	0.0467145885146581	"888/2218/2386/3472/3742/4277/5840/6693/8429/8813/10147/10428/10510/11924/12630/13059/13263/17261/17400/17827/18614/18744/18830/18910/19758/21320/21446/22367/22382/23475/23476/23510/23721/24478/24743/24950/25224/26944/27262/27436/27760/29058/29422/29961/30558/30831/31006"	47
"GO:288"	"GO:288"	"KEAP1"	"91/1937"	"426/12202"	0.00143157609964275	0.0481963953546392	0.0467145885146581	"415/442/1076/1420/3472/4697/4929/5075/5348/5459/5552/6005/6043/6214/6291/6335/7071/7218/7423/7589/8121/8376/8472/8785/8834/9563/9730/10428/11294/11433/11736/11757/12010/12389/12857/12974/13193/13757/13897/14230/15703/15748/15860/16532/16574/16760/16841/16846/16966/17046/17312/17631/18628/19111/19424/20129/20494/21282/21317/22023/22286/22474/22634/22666/22761/22765/23219/23382/23385/23921/24924/24961/26021/26156/26703/27167/27237/27552/28387/28414/29251/29422/29757/29801/30727/30831/30929/31336/31426/31511/32007"	91
"GO:390"	"GO:390"	"PAX5_GM12892_HG19"	"60/1937"	"288/12202"	0.0143873614047393	0.2592879628805	0.251316107846655	"671/1927/3301/3623/3858/4208/4519/4600/5694/6074/7555/8429/8817/9113/10935/11873/12061/12069/12630/13150/13551/14398/15094/15194/16229/16733/16821/16893/18603/18634/18816/19231/19304/20478/21611/21695/21808/21816/22048/22234/22364/22459/22634/23157/23344/24072/24615/24950/25232/25541/25968/27514/28037/28119/28578/28919/28961/29550/30702/31663"	60
"GO:559"	"GO:559"	"ZKSCAN1_MELCELLLINE_MM9"	"36/1937"	"159/12202"	0.0153794658510407	0.2592879628805	0.251316107846655	"440/5191/5887/6531/6930/7545/7841/8665/11139/12391/12844/12885/13229/13269/15387/15723/15726/16818/20814/21037/21340/21763/22023/23368/23904/26024/26317/27363/27796/28567/28688/28847/29146/29598/30475/30704"	36
"GO:40"	"GO:40"	"CEBPB_MYOCYTE_MM9"	"79/1937"	"395/12202"	0.0154032453196337	0.2592879628805	0.251316107846655	"419/1416/1463/1476/1722/2275/3355/4049/4183/4380/4680/4871/5257/5308/5333/6265/6853/7085/7675/8892/9548/9718/9917/10818/11603/12258/12269/12561/13074/13092/13093/13272/13492/13551/14936/15692/15739/15892/16509/16733/16755/17186/18453/18614/18649/18682/18759/20494/21027/21034/21443/21569/21755/22279/22456/22515/22752/23301/23384/23385/23489/23491/23550/24478/25214/25955/26839/27165/27169/27715/27716/28578/28688/28724/29194/29851/32007/32106/32528"	79
"GO:405"	"GO:405"	"RELA_GM18526_HG19"	"95/1937"	"495/12202"	0.0247857887444271	0.357623523312449	0.346628323794244	"2120/2203/2218/2686/2903/3122/3427/3727/3780/4298/4674/4683/7153/7386/7423/8664/9394/9738/10125/11121/11858/11924/11980/13100/13255/13263/13946/14144/14383/14746/15085/15253/15521/15692/15888/15959/16325/16388/16530/16893/17061/17357/17413/17786/17827/17864/18601/18614/18921/18922/18934/19029/19304/19521/19758/19776/20497/20757/21134/21755/22053/22088/22279/22634/22765/23219/23324/23694/24076/24478/24691/24858/25414/25575/25692/26276/26526/26703/26799/26944/27136/27913/28058/28119/28446/28778/28779/28888/29422/30111/30558/30886/31235/31765/32202"	95
"GO:356"	"GO:356"	"MYOG_C2C12_MM9"	"40/1937"	"190/12202"	0.0342733398721657	0.432700915886092	0.419397448435712	"1722/3780/4905/5554/6214/7001/7554/8067/9727/9767/10684/10818/10830/11627/12065/12269/12389/13895/13907/13945/14659/15685/16753/18614/18948/19008/19521/19949/22475/23950/26335/26460/27440/27913/27952/28779/28960/29623/29757/32219"	40
"GO:380"	"GO:380"	"NR3C1_ECC1_HG19"	"29/1937"	"137/12202"	0.0600933499527633	0.57576165106252	0.558059755589519	"1722/2470/2489/3043/4551/4871/5840/7153/7589/13260/14365/14677/16750/16790/18872/19547/19686/20648/21027/21941/23510/25678/25882/25934/26286/27913/27960/28578/31293"	29
"GO:202"	"GO:202"	"ETS1_GM12878_HG19"	"26/1937"	"122/12202"	0.0672934173700347	0.57576165106252	0.558059755589519	"888/1633/2556/3858/6853/8429/10264/10600/13616/14365/15065/17407/18759/19304/19547/21320/22279/22382/23324/23475/23476/25783/26961/29422/29550/30434"	26
