"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:362"	"GO:362"	"NFIC_ECC1_HG19"	"87/1784"	"418/12202"	0.000309952620847922	0.0313052147056401	0.0264275392512439	"227/489/541/2210/2413/2448/2453/2652/3356/4692/4734/5328/5840/5919/6302/6383/6650/7028/7162/7232/7838/7842/7983/8068/8083/9092/9718/10600/11533/11597/12249/12649/12862/13086/13555/14398/14970/15861/15942/16021/16488/16700/16735/17181/17409/17418/18849/19304/19318/19588/19688/20070/20077/20287/20590/21033/21041/21063/21317/21573/21853/21939/22057/22414/22765/22788/23173/23490/23804/23830/24173/24691/25426/25489/25570/26067/27182/27263/27381/28494/29202/29302/30620/31085/31092/31800/32384"	87
"GO:219"	"GO:219"	"FOXA1_ECC1_HG19"	"62/1784"	"290/12202"	0.00108117533199445	0.0366062853676445	0.0309026484083293	"1476/1722/2469/3472/3618/3895/4232/5367/5840/5865/6180/6693/6704/6768/8813/9605/9769/10694/10711/11924/11988/12671/13060/13209/13428/13814/14707/15664/15754/16090/16488/17638/17648/20357/22250/22382/22661/22668/23324/24658/24743/25424/25506/25575/25592/25704/26103/26710/26890/27053/27586/27637/27760/27768/28543/28688/28974/30558/30831/31168/31244/31391"	62
"GO:420"	"GO:420"	"REST_NEURALCELL_HG19"	"98/1784"	"499/12202"	0.00108731540695974	0.0366062853676445	0.0309026484083293	"227/772/909/1338/1918/2556/2593/2691/3029/3472/3637/3899/3989/4200/4692/4754/5696/5865/5922/6228/7232/7403/7965/8631/8674/8777/8854/9056/9370/10533/11533/11772/12472/12967/13086/13589/13792/14307/14633/14707/14742/15272/15703/16044/17810/18176/18242/18433/19304/19383/19460/19688/20092/20168/20360/20362/20480/20666/20833/20951/21224/21348/21440/21575/21979/21999/22057/22292/22577/23197/23338/23409/24234/24652/25148/25781/25801/26960/27149/27182/27514/27637/27801/27948/28091/28535/28715/28726/29279/29547/30101/30284/30505/30550/30863/30988/30997/31694"	98
"GO:228"	"GO:228"	"FOXP2_SKNMC_HG19"	"61/1784"	"294/12202"	0.00249655433172183	0.0574988614148223	0.0485399455403919	"489/514/541/1660/2559/2593/4255/5492/5884/5885/6084/6183/6451/6765/6812/7842/8037/8101/8113/9867/9998/12671/13255/13810/13811/14008/14461/14970/16273/16803/16906/17455/18031/18197/18344/18887/18931/19041/19733/20014/20168/20951/22368/22449/22577/22765/23592/23844/24699/25008/25263/25781/26251/26839/27053/27182/27381/27733/27753/30099/30581"	61
"GO:182"	"GO:182"	"EGR1_MCF7_HG19"	"92/1784"	"478/12202"	0.00284647828786249	0.0574988614148223	0.0485399455403919	"227/419/514/875/1498/1509/1858/3322/3472/3822/3989/5100/5869/5878/6084/6183/6340/6673/6936/7245/7403/7785/7841/8121/8595/9703/9816/9995/10170/10302/10581/10694/11533/12061/12636/12649/12969/12982/13335/13730/13814/13897/13961/14008/14126/14198/14481/15807/15833/15942/17648/18286/19041/19208/19751/19867/20092/20503/20506/20819/21034/21063/22069/22097/22233/22668/23631/23642/23950/24478/25222/25263/25408/26362/26656/26703/26807/27348/27349/27368/27436/27794/28455/28494/28675/29712/30332/30607/30638/30859/30860/32648"	92
"GO:405"	"GO:405"	"RELA_GM18526_HG19"	"94/1784"	"495/12202"	0.00386838966085086	0.0651178926243228	0.054971853075249	"1498/1570/1595/2025/2448/2559/2903/3727/4330/4754/5275/5884/6451/6921/6931/6936/7423/7522/10795/11924/12532/13060/13086/13100/13255/13308/13589/13730/14144/14273/14707/14909/15959/16388/16530/16803/17356/17455/17557/17810/18053/18176/18238/18359/18601/18602/18921/18930/18931/19029/19304/19348/20107/20168/20360/21063/21339/21755/22250/22279/22765/22788/23212/23219/23324/23531/24379/24478/24490/24691/24699/24763/25137/25575/25592/26122/26247/26703/26710/27081/27136/27182/27973/28543/28672/28779/29712/30099/30101/30244/30558/30863/31732/32648"	94
"GO:170"	"GO:170"	"E2F4_MELCELLLINE_MM9"	"69/1784"	"356/12202"	0.00760815331814218	0.109774783590337	0.0926707396645889	"169/406/1509/2177/2875/3029/3301/4742/5636/5835/5986/6383/7276/7299/7335/8068/8455/8484/8989/8993/9755/11022/11583/12496/12671/12727/13159/14461/15862/16273/16327/16388/16720/17098/17356/17777/17837/18751/18758/18921/19099/19545/19761/20647/20666/20855/22069/22449/22781/23551/24671/24923/25218/25247/25351/25402/26099/26897/26903/26916/27149/27182/27760/27973/28269/28535/29985/30638/30867"	69
"GO:202"	"GO:202"	"ETS1_GM12878_HG19"	"28/1784"	"122/12202"	0.00899740490377311	0.113592236910136	0.0958933943691608	"1498/2556/2593/3781/4521/5762/6853/7245/8013/10600/14365/15833/17716/19041/19304/21999/22279/22382/23324/23476/24490/24763/25428/25777/26960/29547/30101/30434"	28
"GO:44"	"GO:44"	"CNPPD1"	"56/1784"	"288/12202"	0.0141494964354633	0.158788793331311	0.134047860967547	"1338/1733/1966/3472/3954/4062/4086/5120/5367/5947/6383/7269/7423/8674/9458/9899/11333/12236/12969/12974/12996/15586/15703/15833/16388/17197/17810/18032/18724/19188/19208/19699/20070/21063/22114/22799/23243/23575/24277/24648/25222/26269/26656/26703/26710/27182/27367/27436/27753/29670/29989/30332/30605/30727/31426/31889"	56
"GO:464"	"GO:464"	"SRF_HCT116_HG19"	"51/1784"	"260/12202"	0.0158497424203596	0.160082398445632	0.135139909057803	"514/3556/5986/6704/7983/8252/8484/10040/10360/10844/12901/12974/13335/13904/14619/14885/15968/16488/18197/18344/18751/18758/18849/19648/19942/20478/20480/21912/22233/22368/22515/22668/23324/23547/23950/25351/26416/26982/27136/27182/27359/27768/29202/29461/29472/30099/30605/30638/30939/32011/32648"	51
