"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:224"	"GO:224"	"FOXM1_ECC1_HG19"	"116/2782"	"372/12202"	9.69377380202361e-05	0.00979071154004385	0.00867337655970534	"362/797/921/1240/1570/1663/1722/2040/2218/2444/2453/2734/2904/3242/3709/3940/4047/4049/4279/4742/4748/4749/4902/5015/5167/5372/5762/5821/5865/5885/5964/5986/6014/6188/6596/6624/6764/6841/7551/8068/8173/8447/8599/9368/9524/10385/10386/10484/10844/10996/11469/11525/11663/11763/12161/12547/12851/13576/13700/13928/14398/14424/15025/15849/15954/15965/16396/16656/16719/16745/17189/17400/17493/17853/18597/18874/18937/19080/19102/19409/19654/19718/19751/20103/20227/20690/20775/20854/20941/20979/21225/22069/23170/23437/23598/23959/24076/24604/24865/26147/26172/26227/26233/26542/26666/26903/26965/27262/27443/28037/28573/29568/30337/30904/31623/32106"	116
"GO:514"	"GO:514"	"TEN1.CDK3"	"61/2782"	"188/12202"	0.00143332774101727	0.0558292535699903	0.0494579109270368	"452/577/1332/2066/2078/2668/2781/4697/5127/5947/6241/6394/6648/6652/6659/6984/7094/7175/8075/8455/8929/9445/10119/10257/11252/11313/11349/12221/12236/14093/14945/15105/15223/15287/15748/16005/16229/16760/17127/17303/18186/18346/21003/21023/21111/22474/23346/23376/23385/24258/25695/26263/26334/26356/27137/28384/28773/30310/30886/31092/31578"	61
"GO:397"	"GO:397"	"PTPRE"	"123/2782"	"426/12202"	0.00178409994977112	0.0558292535699903	0.0494579109270368	"75/433/452/577/731/740/1332/1531/2091/2290/2612/2781/2904/3709/4268/4385/4685/5127/5367/5392/5491/5544/5885/5947/6048/6291/6335/6451/6648/6659/6984/7094/7987/8016/8222/8455/8929/9445/10070/10119/10257/10285/10812/11017/11252/11313/11324/11469/11525/12295/12389/13213/13299/13318/13757/14093/14170/14183/14945/14988/15105/15223/15570/15748/15833/16005/16228/16229/16760/17099/17303/17521/17631/18165/18186/18346/18407/18793/18880/19556/19690/19764/20160/20506/20814/21003/21015/21023/21111/21225/21852/22023/22114/22474/23346/23381/23385/23853/23921/24225/24353/24760/24867/25381/25695/26022/26127/26263/26650/26807/27137/27370/28054/28384/29450/30157/30203/30605/30695/30904/31092/31240/31578"	123
"GO:437"	"GO:437"	"SERGEF"	"116/2782"	"401/12202"	0.00221105954732635	0.0558292535699903	0.0494579109270368	"153/433/452/462/577/731/740/1127/1332/2078/2290/2668/2781/3709/4012/4268/4385/4611/5127/5392/5491/5544/5787/5947/6048/6240/6291/6335/6451/6530/6648/6652/6659/6890/6984/7094/7175/8016/8455/8664/8785/8929/9216/9445/9727/9805/10119/10257/10315/10723/10812/11252/11313/11324/11725/11928/12205/12295/12389/13213/13299/13318/14093/14183/14398/15105/15223/15748/15833/16229/16760/17303/17631/18165/18186/18346/18407/18880/19258/19278/19764/20814/21003/21023/21111/22114/22474/22825/23385/23921/24027/24258/24353/24760/24867/25695/26127/26156/26263/26334/26416/26650/27137/28384/28773/29450/29918/30157/30310/30605/30837/30929/31092/31240/31578/33326"	116
"GO:513"	"GO:513"	"TEAD4_SKNSH_HG19"	"84/2782"	"284/12202"	0.00443736386141381	0.089634750000559	0.0794054585726682	"66/591/697/731/752/849/898/1589/1663/1722/2584/2652/2831/2835/3043/3668/4277/4488/4818/4871/5010/5865/5882/6188/7066/7085/7092/7706/8067/9228/9368/10006/10147/11121/11289/11663/11725/13247/13424/13425/13556/13590/13700/13814/14468/14501/14670/14863/15166/15210/15954/16656/16665/16821/17379/17400/17655/18186/18890/19278/19290/19953/19973/20528/20903/21079/23352/24429/24689/25058/26147/26288/26583/26805/27344/27651/27698/27913/29039/30122/30155/30337/31278/32221"	84
"GO:160"	"GO:160"	"CUL2"	"50/2782"	"163/12202"	0.0119942643202615	0.188121628205832	0.166652823319392	"153/452/577/645/1076/2078/2115/2290/2668/2781/3961/5947/6841/6939/6984/11094/12547/12744/12981/13576/14398/14988/15078/15105/15123/15223/15748/16357/16674/16841/17303/17631/21023/21111/22474/23341/23346/23385/24027/24225/24953/25049/26807/27137/27370/27510/28229/28384/29193/30837"	50
"GO:16"	"GO:16"	"BACH2"	"87/2782"	"309/12202"	0.0152397066008269	0.188121628205832	0.166652823319392	"75/433/452/577/731/740/1332/1531/2078/2091/2584/2612/2781/3201/4012/4268/4685/4697/5127/5947/6241/6291/6335/6648/6652/6659/6939/6984/7175/8075/8455/8664/8929/9445/9458/10070/10119/10285/10993/11252/11307/11313/11469/11525/11581/12119/12295/13362/14093/14183/14945/15123/15223/15570/15748/15833/16005/16760/16841/17303/18186/18407/19556/19690/20506/20814/21003/21023/21111/22114/22825/23346/23385/23853/24353/24760/25381/25695/25827/26334/27137/28384/28773/30088/30203/31092/31578"	87
"GO:327"	"GO:327"	"MIR4664"	"39/2782"	"124/12202"	0.0161991806260022	0.188121628205832	0.166652823319392	"452/577/731/1332/2078/2091/4697/6984/7175/8307/10147/11252/11313/11349/12059/12221/12295/13362/14093/14170/14891/14945/14988/15105/15223/15748/16005/16229/16357/17303/18186/21015/21111/21282/22825/23376/23385/23853/26263"	39
"GO:362"	"GO:362"	"NFIC_ECC1_HG19"	"114/2782"	"418/12202"	0.0167633134044801	0.188121628205832	0.166652823319392	"142/227/333/362/782/1785/2210/2290/2413/2448/2453/2652/2750/3375/3750/3898/4279/4443/4902/4930/5116/5127/5345/5592/6302/6370/6732/7085/7638/8068/8076/8322/9368/9445/9741/10121/10147/10812/11491/11582/11642/11663/11778/12457/12862/13225/13312/14398/15050/15599/15861/16019/16193/17409/17418/17655/17739/18853/18910/18937/18948/19205/19409/19419/19688/19690/20075/20271/20287/20939/21027/21033/21041/21111/21221/21317/21340/21628/22788/22821/23346/23437/23474/23804/24153/24614/24615/24760/24862/24865/25623/25802/26006/26156/26542/26583/26685/27263/27381/28033/28414/28842/28879/29303/29400/30038/30241/30620/30813/30929/31092/31668/32001/33326"	114
"GO:4"	"GO:4"	"ASF1A"	"77/2782"	"272/12202"	0.018845754596229	0.190342121421912	0.168619909545206	"43/433/462/661/1306/1531/2078/2115/2290/3201/3472/4268/5127/5372/5885/5947/6230/6394/6652/6841/6890/6984/7094/7987/8089/8307/8996/9445/10399/11525/12221/12295/12547/12744/13576/14398/14424/14670/14988/15078/15833/15855/15860/15963/16229/16427/16752/16760/16841/17577/18628/19259/19300/19884/20420/21003/21111/21282/21678/22810/23346/24027/24258/25053/25321/25381/26022/26263/26610/27603/27764/28207/28773/30203/30796/30837/32061"	77
