"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:170"	"GO:170"	"E2F4_MELCELLLINE_MM9"	"137/3376"	"356/12202"	4.63736065768014e-06	0.000468373426425694	0.000336818826715715	"142/169/741/974/2177/2443/2526/2597/2984/2995/3301/3859/4355/4602/4983/5305/5986/6335/6438/6523/6651/6652/6678/6764/7288/7381/7729/7817/7870/7871/7944/8068/8088/8455/8461/8502/8677/8993/9117/9596/9597/9966/11022/11421/12302/12453/12620/12670/12671/12727/12851/12991/13159/13219/13280/13573/13737/14461/14502/14984/15023/15078/15599/15674/15737/15860/16055/16097/16388/16395/16536/16719/16720/16756/17189/17318/17357/17463/17777/18653/18751/18922/18952/19205/19245/19405/19545/19884/20103/20237/20327/20666/20728/20855/20941/21002/21225/21795/21892/22179/22780/23551/23598/23624/23644/24182/24218/24245/24258/24604/24865/24923/25414/25634/25638/25641/26288/26897/26903/27214/27402/27489/27760/27905/28269/28535/28573/28653/29074/29250/29251/29690/29958/29965/30618/30867/31294"	137
"GO:224"	"GO:224"	"FOXM1_ECC1_HG19"	"139/3376"	"372/12202"	2.30261373315706e-05	0.00116281993524431	0.000836212355725458	"797/974/1570/1663/1722/2040/2177/2380/2444/2453/3044/3148/3301/3940/4047/4049/4052/4279/4576/4579/4748/4749/5015/5167/5476/5762/5840/5885/5886/5964/5966/5986/6014/6596/6624/6657/6764/6841/7551/7729/8068/8135/8147/8173/8174/8218/8599/9368/9441/9524/9699/9999/10385/10484/10526/10564/10660/10844/10849/10996/11294/11360/11525/11663/11726/11968/12161/12547/12630/12754/12851/13574/13939/14398/14755/15025/15674/15954/15965/16256/16388/16653/16656/16719/16720/16756/16828/17189/17493/17853/18019/18597/18653/18874/18937/18963/19080/19162/19751/20103/20282/20524/20775/20941/21225/23170/23203/23333/23437/23598/23720/23721/23892/23959/23973/24037/24076/24604/24865/26147/26172/26233/26840/26903/26965/27262/27490/27631/28037/28209/28573/28827/29568/29729/30337/30483/30904/31293/31623"	139
"GO:42"	"GO:42"	"CEBPD_K562_HG19"	"147/3376"	"405/12202"	7.30963451955413e-05	0.00214282758591775	0.00154095991066519	"74/120/153/169/489/733/752/775/797/876/1214/1223/1336/1421/1570/1696/1757/2039/2550/2680/2987/3989/4075/4277/4279/4488/4602/4710/5139/5445/5689/5880/6001/6585/7245/7394/7641/7963/8063/8068/8218/8322/8664/8677/8719/9414/9444/10069/10313/10335/10385/10487/10702/10720/10818/11007/11289/11433/11474/11798/11873/12003/12727/12851/13084/13487/13573/13757/13814/13914/13953/13954/14151/14317/14698/14862/14909/15023/15305/15619/15664/15861/15888/15995/16229/16244/16539/16846/17378/17858/18053/18170/18380/18853/18863/18948/19419/19650/19849/19856/20014/20071/20072/20110/20327/20364/21999/22409/23245/23752/23844/23949/24020/24037/24429/24478/24659/24807/24923/25050/25634/25857/26151/26235/26288/26369/26663/26702/27169/27402/28022/28087/28171/28725/28735/28779/28984/29631/29679/29729/30122/30550/30891/31293/31619/32187/33326"	147
"GO:4"	"GO:4"	"ASF1A"	"104/3376"	"272/12202"	8.48644588482277e-05	0.00214282758591775	0.00154095991066519	"43/433/462/661/671/680/1306/1531/1735/2290/3248/3472/4309/5683/5885/6610/6652/6841/6909/6984/7555/7987/8174/8311/8580/8879/9117/9445/9777/10399/10787/11294/11525/12295/12547/12744/13185/13487/14398/14670/14808/14914/14949/14988/15078/15703/15855/15860/15963/16213/16229/16388/16395/16760/16806/16836/16841/17061/17577/18053/18196/18628/19884/20129/20810/20874/20953/21003/21111/21282/22323/22427/22634/22810/22840/23071/23219/23346/24230/24258/25053/25321/25381/25424/25679/25905/26022/26263/26610/26840/27603/27764/28133/28207/28326/28773/29251/29323/29362/29433/29782/30203/30796/31774"	104
"GO:17"	"GO:17"	"BATF_GM12878_HG19"	"122/3376"	"334/12202"	0.000216092455895525	0.00436506760908961	0.00313902725406132	"92/343/418/541/660/876/898/924/986/1076/1336/1384/1514/1733/2686/2781/3202/3472/3473/3506/3898/3987/4092/4674/4807/4871/4998/4999/5106/5139/5196/5445/5777/6124/6378/6651/6652/6895/6896/6937/7066/7085/7301/7394/7598/8020/8042/8076/8135/8218/8357/8761/8827/8834/8931/9117/9398/10415/10551/10702/11004/11007/11286/11549/11924/12003/12205/12433/13941/13972/14468/14565/14729/14755/14909/14966/15085/15963/16371/16388/16568/16577/16582/16790/17027/17186/17664/18181/18830/19031/19152/19728/21184/21339/21500/21712/21755/22110/22360/23002/23245/23250/23346/23917/24020/24175/24760/25121/25155/25345/25403/25433/26276/26917/26975/28984/29472/29665/30778/30830/32221/33326"	122
"GO:437"	"GO:437"	"SERGEF"	"142/3376"	"401/12202"	0.000345288149564956	0.00581235051767676	0.00417980391578631	"153/433/452/462/647/671/690/731/740/775/1127/1166/1521/1630/1802/2003/2290/2666/2668/2781/2908/3753/3957/4012/4302/4385/4611/4856/5544/5787/6001/6048/6278/6291/6335/6362/6530/6648/6652/6659/6984/7068/7175/7555/8016/8311/8357/8455/8664/8677/8719/8785/8834/8929/9216/9445/9727/9777/9805/10119/10438/10787/11324/11635/11725/11830/12205/12295/12389/12637/13213/13299/13318/13519/14093/14183/14398/14440/14808/15105/15223/15748/16229/16589/16760/16836/17061/17303/17631/18053/18165/18181/18186/18407/18428/18880/19258/19278/19597/19764/19915/20814/20874/21003/21023/21111/21397/21500/22114/22474/22825/22840/23071/23385/23921/24258/24353/24760/25115/25424/25531/25638/25679/25695/25905/26156/26263/26334/28133/28236/28773/29450/29600/29918/30157/30605/30766/30929/30988/31092/31578/33326"	142
"GO:288"	"GO:288"	"KEAP1"	"148/3376"	"426/12202"	0.000679939192013963	0.0098105511990586	0.00705500815773886	"442/551/647/1076/1166/1420/1459/1663/3248/3472/3753/4062/4309/4354/4697/4930/5139/5348/5459/5552/5583/6005/6043/6291/6335/6438/6984/7956/7987/8174/8357/8580/8785/8812/8834/8879/9117/9445/9563/9730/9777/10091/10385/10497/11136/11291/11294/11433/11736/11757/12010/12295/12306/12389/12395/12547/12974/13213/13757/13856/14440/14670/14808/15105/15703/15748/15860/15963/15976/16213/16674/16760/16806/16836/16841/16846/17046/17577/17631/18053/18196/18428/18628/18937/19111/19362/19626/19663/19690/19697/19849/20129/20160/20662/20810/20874/20953/21111/21282/21317/22114/22474/22634/22765/22780/22786/22840/23071/23219/23346/23385/23921/24270/24499/24614/24760/24924/25321/25638/25827/26156/26183/26337/26610/27167/27237/27370/27764/28414/28496/28497/29039/29074/29193/29251/29516/29801/30157/30165/30605/30727/30766/30898/30929/31017/31217/31218/31774"	148
"GO:362"	"GO:362"	"NFIC_ECC1_HG19"	"145/3376"	"418/12202"	0.000823994605606857	0.0104029318957866	0.00748100365616752	"142/489/541/782/1656/2290/2333/2413/2448/2453/2652/3248/3375/3645/3750/3898/4279/4302/4355/4443/4576/4822/4870/4930/5005/5116/5345/5445/5592/5604/5840/6302/6732/7085/7638/7842/8068/8076/8322/8357/9092/9288/9368/9445/9718/9777/10121/10147/10600/10818/11162/11582/11642/11663/11724/11778/12252/12862/13312/13914/14153/14398/14669/14971/15050/15360/15599/15861/16019/16193/16700/16756/17182/17418/17655/17883/18613/18614/18653/18853/18910/18937/18948/19162/19205/19419/19688/19690/20075/20271/20287/21111/21221/21317/21340/21573/21628/22063/22281/22427/22765/22788/22821/23346/23437/23474/23804/23876/23940/24153/24173/24614/24615/24760/24865/24924/25226/25623/25734/25802/26156/26583/27263/27972/28033/28414/28494/28842/29202/29303/29400/29411/29701/30038/30201/30241/30620/30929/30995/31085/31092/31218/31612/31668/33326"	145
"GO:261"	"GO:261"	"HSF1_HEPG2_HG19"	"56/3376"	"141/12202"	0.0012375351321272	0.0138878942605386	0.00998712562769322	"346/1444/1445/2039/2406/2526/3525/3994/5065/6052/7085/8020/8137/8145/8418/8830/10353/11192/13111/13425/13996/14144/14153/14488/15023/15754/16828/18053/19618/19667/19688/19690/19856/19926/20250/20528/21317/22110/22565/22810/22867/22868/22870/23811/23921/24378/24379/24628/26183/26520/28022/28292/29631/30120/30778/31039"	56
"GO:228"	"GO:228"	"FOXP2_SKNMC_HG19"	"104/3376"	"294/12202"	0.00209539415040633	0.0211634809191039	0.0152191785661091	"489/514/541/752/811/876/984/1228/1521/1802/2559/2593/2680/2935/4012/4302/4372/4443/5094/5348/5598/5685/5884/5885/5946/6495/6812/6984/7066/7072/7394/7638/7641/7842/8137/8556/9713/9867/10335/10868/11324/11525/11873/11916/12003/12021/12252/12545/12553/12670/12671/13364/13365/13492/13811/14119/14415/14440/14461/14493/15050/15354/15963/16213/16229/16259/16430/16496/16590/16806/17490/17589/17664/18649/18830/18910/18922/20014/20168/20871/21111/21184/22765/22821/22840/23574/23844/23981/24020/24138/24429/24604/25556/25781/26288/26839/27019/27088/27090/27370/27733/29323/29489/30078"	104
