"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:274"	"GO:274"	"JUND_A549_HG19"	"84/1707"	"406/12202"	0.00010962413205043	0.0110720373370935	0.0101546564425662	"792/1522/2263/3088/3472/3609/3617/4742/4762/4885/5182/6316/6935/7562/7967/8061/8889/9772/9777/9917/10077/10112/10262/10335/10532/10767/10835/10917/10987/11461/12003/12070/12213/12401/12449/12547/12848/12969/12974/13811/13830/14403/14519/16326/16380/16536/16828/17042/17083/17511/17583/17810/17827/18170/18380/18766/20071/20492/21284/22284/22591/22634/22734/22749/23369/23371/23436/23490/23550/24537/24926/25008/25076/25263/26041/26565/28688/29880/30605/30700/30939/31218/31355/32202"	84
"GO:266"	"GO:266"	"IRF3_HEPG2_HG19"	"94/1707"	"496/12202"	0.00106463307028216	0.0402949218174294	0.0369562597179134	"298/906/1529/1570/2328/3211/4376/4377/4609/4922/4988/5598/6659/6679/6832/6909/6910/7083/7412/7641/7870/8090/8513/9370/10996/11141/11216/11317/11468/12570/12759/13050/13412/13792/13830/13943/14984/16172/16372/16380/16828/17170/17266/17426/17515/17630/17716/18783/18931/18947/19628/19704/20083/20690/21035/21677/21754/21760/21916/22231/22366/22558/22939/23638/23859/23861/24520/24678/24817/25352/25451/25575/25782/25858/26039/26131/26335/26505/27136/27169/27334/27404/27536/27715/28006/28531/29516/29908/30721/31511/31609/32382/32519/32559"	94
"GO:244"	"GO:244"	"GATA1_MEGAKARYOCYTE_MM9"	"82/1707"	"425/12202"	0.00127349488403817	0.0402949218174294	0.0369562597179134	"261/403/899/1336/1363/2551/2791/3472/4041/4988/5804/6248/7060/7801/7968/8730/9802/9903/9917/10067/10575/10972/11182/11314/11315/11912/12014/13092/13093/13249/13567/13991/13996/14440/15704/16700/16720/16755/17014/17170/17594/17785/17853/18122/18724/18972/19119/19175/19521/19686/20083/20107/21244/21294/21559/21629/21667/21788/22048/22667/22668/23358/23383/23550/23842/23946/24027/24798/24965/25451/25829/27165/27285/28006/28370/28782/28848/29194/30106/30334/31623/32158"	82
"GO:464"	"GO:464"	"SRF_HCT116_HG19"	"54/1707"	"260/12202"	0.00159583848781899	0.0402949218174294	0.0369562597179134	"1907/2263/2682/2684/3556/3940/5672/6531/6659/9757/10040/10360/10551/10573/11138/11491/12974/14127/15560/17083/17400/17583/18033/18170/18196/19443/19548/20368/21346/22284/22322/22459/22479/22667/22668/22677/22696/22870/24702/24789/25352/25576/25577/26022/26200/26902/27019/27136/27651/27768/28914/30605/30939/31630"	54
"GO:224"	"GO:224"	"FOXM1_ECC1_HG19"	"69/1707"	"372/12202"	0.00774762330704873	0.156085939240405	0.143153336666552	"27/1135/1193/1570/2177/2379/3709/3940/4377/4742/4902/4922/5015/5821/6528/6596/7048/7582/7729/8218/9524/9699/10660/10996/11469/11878/12547/12570/12630/13700/13721/13928/14398/15525/15605/15849/15862/15954/16326/16720/16828/17189/17266/17400/17837/17853/18597/18598/19409/19686/19704/19761/20103/20534/20690/21346/22538/23437/24979/25777/26233/27443/28573/29897/29992/30244/30426/30483/31623"	69
"GO:326"	"GO:326"	"MEF2C_GM12878_HG19"	"20/1707"	"83/12202"	0.0092724320340835	0.156085939240405	0.143153336666552	"26/1218/1570/5547/9696/11236/12003/14127/14681/16380/16589/17810/17939/18602/19521/19856/23842/24789/24858/29466"	20
"GO:375"	"GO:375"	"NR2C2_K562_HG19"	"46/1707"	"244/12202"	0.0199576798345597	0.287960809041504	0.264101627885902	"308/763/1132/1223/1228/1446/2015/2263/2572/3203/4126/4188/6832/6935/7174/7380/8090/11138/12003/12969/13249/13943/13993/14127/15354/15748/17083/19548/20492/20493/22212/22459/22479/22870/24429/25061/25629/26200/26937/27626/27768/29176/29782/29783/31255/32118"	46
"GO:170"	"GO:170"	"E2F4_MELCELLLINE_MM9"	"63/1707"	"356/12202"	0.0271510931883131	0.308163205692323	0.282630141750124	"37/406/742/2177/4742/4878/5263/6248/6337/6383/6652/6679/7335/7729/7870/8730/9597/10897/11456/11878/12496/12991/13159/13737/13991/14984/15525/15737/15860/15862/16055/16326/16395/16536/16720/17189/17266/17837/19245/19545/19704/19761/20103/20543/20728/21718/22677/22780/22781/24965/25218/26098/26099/27334/27402/28422/28573/29958/30231/30426/32034/32047/32414"	63
"GO:228"	"GO:228"	"FOXP2_SKNMC_HG19"	"53/1707"	"294/12202"	0.0294737602973457	0.308163205692323	0.282630141750124	"26/820/1228/2263/4498/5598/6143/6812/7066/7563/7641/8061/9023/9713/10112/10262/10295/10335/10409/11475/12003/13811/14440/15354/16259/16590/17511/18031/18766/18931/20502/20698/21111/22479/22696/22821/23328/23369/23844/23946/24020/24138/24429/25008/25048/25263/25593/26565/27019/27642/27753/29490/29625"	53
"GO:362"	"GO:362"	"NFIC_ECC1_HG19"	"72/1707"	"418/12202"	0.0334049025309842	0.308163205692323	0.282630141750124	"782/2413/3609/3750/4376/4694/4885/4902/4988/5328/5592/6370/6383/7024/7582/8268/9445/9718/9777/10262/11019/11491/11642/12767/13103/13830/13862/14054/14153/14398/16021/16193/16700/16735/17113/17409/17418/17655/17936/18362/19409/19690/19816/20271/20502/20825/21027/21111/21284/21286/22281/22352/22366/22821/23437/23490/23804/24635/24700/25488/26238/26523/26583/26685/27263/28033/29992/30038/30620/31080/31085/31218"	72
