"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:362"	"GO:362"	"NFIC_ECC1_HG19"	"91/1986"	"418/12202"	0.0016986807007056	0.171566750771266	0.159139560381893	"23/782/2134/2333/2448/2608/2652/3375/3645/3750/3898/4576/4822/5018/5345/5445/5919/6383/7148/7232/7958/8048/8083/8429/8694/8888/8932/9718/9878/11597/11724/12249/12291/12649/14054/14080/14970/15360/16193/16488/16785/17182/17655/18178/18362/18614/18849/18910/18937/19162/19163/19205/19409/19688/19778/20075/20939/21111/21114/21221/21284/21939/22063/22761/22788/23293/23346/24615/24862/24924/24961/25181/25288/25623/25802/25911/26542/26657/27182/27263/27312/28033/29303/29411/30038/30929/31080/31612/31668/32002/32370"	91
"GO:375"	"GO:375"	"NR2C2_K562_HG19"	"55/1986"	"244/12202"	0.00622937291152057	0.180000711032979	0.16696261888416	"147/148/308/2617/3203/3347/5966/7245/8419/8502/8503/10544/11080/11452/12649/12857/13100/13223/13335/13365/13943/14145/15107/15748/16543/17083/18864/18937/19548/19626/20492/20493/20494/20874/20918/21915/22212/22233/22894/24181/24224/24429/24630/25061/25647/25684/26999/27150/27182/27768/28388/28433/29176/29251/32002"	55
"GO:170"	"GO:170"	"E2F4_MELCELLLINE_MM9"	"76/1986"	"356/12202"	0.00649867560751087	0.180000711032979	0.16696261888416	"169/591/742/2597/2696/2773/2875/2984/3301/3347/3833/4968/6383/7381/7955/8502/8630/8993/9755/11022/11421/12280/12453/12496/12671/13280/13737/14631/15023/15525/15674/15714/15737/15860/16097/16273/17482/17777/18751/18864/18921/18922/18952/19099/19205/19965/20184/20603/20610/21103/21225/21388/21718/21892/22449/23551/24245/24486/24604/24965/25218/25247/25287/25647/26603/27150/27182/27489/27760/27973/28269/28573/29074/29251/29754/29985"	76
"GO:160"	"GO:160"	"CUL2"	"39/1986"	"163/12202"	0.00712874103100908	0.180000711032979	0.16696261888416	"153/452/645/1568/2781/6183/6383/6432/6547/6724/6841/7218/8674/9124/11094/11653/12863/13576/14988/15105/15107/15748/15781/16141/17046/17631/17810/18345/19462/19466/20405/21111/22751/23346/23385/24961/26242/26807/31392"	39
"GO:44"	"GO:44"	"CNPPD1"	"61/1986"	"288/12202"	0.0160550484345831	0.251372083285677	0.233164308623505	"263/303/1568/1596/3055/3472/3473/4697/5075/5120/5552/5665/6383/6547/8664/8674/8756/8757/9057/10070/10118/11333/11657/12974/13175/14631/14965/15107/15635/15781/16445/17197/17810/18346/18724/18856/19341/19699/20405/21718/22114/22799/23178/23385/23575/24277/25222/25549/26542/26710/27182/27436/28326/28777/29670/29897/30727/30886/31426/32002/32259"	61
"GO:372"	"GO:372"	"NR2C2_GM12878_HG19"	"78/1986"	"381/12202"	0.0164142501367414	0.251372083285677	0.233164308623505	"147/148/308/579/1601/2617/3203/3347/4380/4652/5966/6143/7245/7510/8419/8502/8503/10544/11080/11452/12472/12649/12857/13100/13193/13223/13335/13365/13572/13574/13576/13943/14145/15107/15635/15748/15957/16543/17083/18345/18864/18937/19548/19626/19713/20072/20101/20492/20493/20494/20874/20918/21572/21915/22212/22233/22894/23157/24181/24224/24279/24429/24630/25061/25647/25684/25786/26118/26962/26999/27150/27182/27547/27768/28388/28730/29251/32002"	78
"GO:202"	"GO:202"	"ETS1_GM12878_HG19"	"29/1986"	"122/12202"	0.020094621934676	0.251372083285677	0.233164308623505	"403/1633/4521/4522/5804/6853/7245/8429/8649/9023/10118/10423/14365/15068/16588/17482/18759/18951/21284/21320/22279/23324/23476/26242/26960/28563/29547/29550/31219"	29
"GO:436"	"GO:436"	"RXRA_SKNSH_HG19"	"20/1986"	"78/12202"	0.0225797710170176	0.251372083285677	0.233164308623505	"848/3750/4488/5177/5292/7958/13162/14420/14520/15723/17095/17182/20574/22452/23895/27344/28511/28563/29359/30159"	20
"GO:238"	"GO:238"	"GABPA_MELCELLLINE_MM9"	"20/1986"	"79/12202"	0.0257517664950027	0.251372083285677	0.233164308623505	"1224/1596/2562/2586/3055/3343/7562/8063/8265/9735/10576/11284/14619/15522/16862/18183/29007/29017/32316/32648"	20
"GO:211"	"GO:211"	"FOSL1_C2C12_MM9"	"35/1986"	"156/12202"	0.0268655720281861	0.251372083285677	0.233164308623505	"2492/2562/3055/3861/4025/4697/5552/5969/7820/7969/8109/8288/9703/10212/13162/13559/13814/14620/15028/15522/16668/17182/18075/21111/21187/22761/23838/25181/25273/26147/27474/28976/29074/30159/31401"	35
