"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:170"	"GO:170"	"E2F4_MELCELLLINE_MM9"	"126/3057"	"356/12202"	6.68827194567954e-06	0.000675515466513634	0.000506900610619923	"142/169/974/2443/2526/2597/2875/2984/3301/3859/4602/4983/5986/6078/6335/6438/6523/6651/6652/6678/6764/7288/7381/7729/7817/7870/7871/7944/8068/8088/8455/8677/8730/8993/9596/9597/9966/11022/11421/12670/12671/12727/12851/12991/13280/13573/13909/14461/14502/14631/15023/15078/15599/15674/15737/15860/15862/16055/16097/16719/17189/17266/17463/17777/18653/18675/18751/18922/18952/19205/19245/19405/19545/19884/19965/20103/20327/20666/20728/20855/20941/21225/21795/21892/22179/22256/22780/22781/23551/23598/23624/23644/24182/24258/24864/24865/24959/25218/25247/25307/25414/25634/25641/26099/26435/26897/26903/26920/27214/27402/27489/27760/27905/28269/28653/29074/29251/29690/30230/30231/30315/30495/30618/30867/30949/31294"	126
"GO:437"	"GO:437"	"SERGEF"	"134/3057"	"401/12202"	8.37704545635273e-05	0.00423040795545813	0.0031744593308284	"153/433/452/462/577/690/1127/1332/1630/1802/1966/2003/2064/2290/2562/2668/2781/2908/3957/4012/4611/4741/5127/5286/5544/5787/6020/6278/6291/6335/6362/6451/6530/6539/6648/6652/6659/6871/6890/6984/7175/7204/7391/7555/7981/8016/8357/8455/8664/8677/8730/8785/8834/9216/9445/9727/9777/9805/9899/10119/10438/11611/11725/11830/12070/12205/12295/12337/12387/12389/12637/13213/13299/13318/13561/14093/14183/14398/14808/15105/15223/15833/16589/16702/16836/17303/17631/17864/18076/18186/18407/18428/18880/19258/19278/19764/19915/20005/20805/20814/20850/21023/21111/21397/22114/22474/22790/22825/23385/23921/24258/24353/24760/25488/25695/25905/26156/26263/26334/26416/27037/28236/28773/29450/29780/29918/30157/30310/30605/30929/31092/31240/31578/33326"	134
"GO:288"	"GO:288"	"KEAP1"	"139/3057"	"426/12202"	0.0002118078403886	0.00713086395974954	0.00535093491508043	"7/442/551/577/1076/1332/1420/1482/1663/3899/4354/4697/4741/4930/5127/5348/5459/5552/5583/5643/5962/6005/6230/6291/6335/6438/6451/6871/6984/7321/7987/8307/8357/8580/8785/8834/8879/9445/9563/9730/9777/10091/10385/10407/11291/11294/11433/11611/12010/12295/12337/12389/12547/12857/12974/13213/13757/13856/14670/14808/15105/15860/15963/15976/16213/16458/16574/16674/16836/16841/16846/17577/17631/17716/17852/18076/18428/18628/18937/19239/19259/19300/19362/19626/19663/19697/19816/19849/20359/20953/21111/21282/21317/21623/22114/22324/22474/22634/22674/22780/23243/23346/23385/23900/23921/24270/24614/24760/24813/25321/25488/25827/26156/26337/26610/26665/27037/27163/27167/27237/27370/27764/28414/29039/29074/29193/29251/29437/29780/29801/30157/30230/30605/30706/30898/30929/31217/31233/31749"	139
"GO:16"	"GO:16"	"BACH2"	"103/3057"	"309/12202"	0.000585911289709018	0.0147942600651527	0.0111014770681709	"75/366/433/452/577/1273/1332/1402/1531/2064/2091/2612/2781/2908/3201/4012/4685/4697/5127/5286/5683/6291/6335/6362/6539/6648/6652/6659/6939/6984/7115/7175/7204/7555/8075/8357/8455/8556/8664/8834/8879/9445/9458/9777/10070/10119/10285/10993/11307/11525/11581/11611/11907/12119/12295/12337/12387/13487/14093/14183/14644/15123/15223/15833/16005/16213/16593/16702/16836/16841/17303/17852/17864/18076/18186/18407/19213/19239/20005/20327/20814/21023/21111/21919/22114/22825/23346/23385/23853/24353/24760/25488/25695/25827/25905/26334/26840/28236/28773/29780/30203/31092/31578"	103
"GO:212"	"GO:212"	"FOSL1_H1HESC_HG19"	"51/3057"	"137/12202"	0.00100387322234573	0.0202782390913837	0.015216604633451	"649/1531/1757/3713/4685/4881/5010/6921/7175/7735/8451/9407/9409/9411/9548/10719/11027/11468/12397/12547/12670/12671/13256/13273/14140/14162/15050/15085/15861/16589/17707/18856/18910/19213/19244/19713/20618/21094/21111/21700/25714/25830/26668/28159/28296/28367/30157/30456/30771/30772/31578"	51
"GO:514"	"GO:514"	"TEN1.CDK3"	"65/3057"	"188/12202"	0.00209134594967486	0.0352043234861934	0.0264170014695772	"452/577/1332/2064/2066/2562/2668/2781/4697/5127/5286/6278/6362/6539/6648/6652/6659/6984/7175/7204/7281/7391/7555/8075/8357/8455/8556/8834/9445/9777/10119/11349/11611/12236/12337/12387/14093/15105/15223/15287/16005/16702/16836/17127/17303/17864/18186/21023/21111/22474/23346/23376/23385/24258/25488/25695/26263/26334/27037/28236/28773/28827/30310/31092/31578"	65
"GO:4"	"GO:4"	"ASF1A"	"89/3057"	"272/12202"	0.00247525653772125	0.0357144157585495	0.0267997700324707	"7/43/366/433/462/1306/1531/1562/1725/2290/3201/5127/5683/5885/5962/6230/6652/6841/6890/6984/7555/7987/8307/8580/8879/9445/9777/10399/11294/11525/11907/12295/12547/12744/13487/14398/14670/14808/14988/15078/15833/15855/15860/15963/16213/16836/16841/17577/17814/17852/18076/18628/19259/19300/19816/19884/20420/20953/21111/21282/21623/22323/22324/22634/22810/23346/24258/25053/25321/25488/25905/26022/26263/26610/26840/27037/27163/27603/27764/28207/28773/29251/29323/29780/29782/30203/30706/30796/31233"	89
"GO:397"	"GO:397"	"PTPRE"	"132/3057"	"426/12202"	0.00284253863154254	0.0358870502232246	0.0269293133514556	"75/433/452/577/1332/1402/1482/1531/1630/1966/2091/2290/2562/2612/2781/2908/3592/3957/4685/4741/5127/5367/5544/5683/5885/6020/6278/6291/6335/6362/6451/6539/6604/6648/6659/6871/6984/7204/7555/7981/7987/8016/8055/8357/8455/8879/9445/9777/9899/10070/10119/10285/10438/11525/11611/11907/12295/12337/12387/12389/12637/13213/13299/13318/13487/13757/14093/14170/14183/14988/15105/15223/15833/16005/16228/16589/16702/16836/17099/17303/17521/17631/17716/17833/17852/17864/18076/18186/18407/18428/18880/19213/19764/20005/20814/21015/21023/21111/21225/21397/21919/22114/22324/22456/22474/22790/23346/23381/23385/23853/23921/24225/24353/24760/25488/25695/25905/26022/26263/26840/27037/27370/28236/29450/29780/30157/30203/30605/30695/31092/31240/31578"	132
"GO:217"	"GO:217"	"FOSL2_MCF7_HG19"	"69/3057"	"206/12202"	0.00382153726069701	0.0428861403700443	0.0321813664058696	"343/600/1570/3202/3750/4210/4488/4818/4852/4871/5167/7138/8104/8677/8717/8810/9752/10385/10484/10524/11006/11048/11307/11350/11424/11724/12545/12670/12671/12762/13664/13814/13939/14228/14569/14587/14988/15132/15672/15673/15954/16582/16767/17266/17901/17975/19213/19949/20188/21818/22634/22986/23480/24494/24662/25058/25312/27147/28433/28848/29665/30159/30230/30231/30337/30394/30983/32106/32221"	69
"GO:226"	"GO:226"	"FOXM1_MCF7_HG19"	"38/3057"	"103/12202"	0.00494546149335456	0.049949161082881	0.0374813923706872	"1663/3044/3940/4579/4697/5986/6237/6475/7729/8599/9441/9524/10844/11525/12569/14569/15025/15674/15849/16653/16656/16828/17266/20941/22821/23598/23959/26172/26666/26840/26920/28037/28705/29568/29729/30337/32106/32221"	38
