"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:170"	"GO:170"	"E2F4_MELCELLLINE_MM9"	"150/3693"	"356/12202"	9.81680644302816e-07	9.91497450745844e-05	7.0267667171149e-05	"24/37/142/169/592/630/726/742/2443/2526/2597/2984/3029/3301/4603/4742/4878/5464/5636/5986/6335/6383/6651/6652/6678/6764/7381/7729/7818/7870/7871/7896/7944/7954/7955/8068/8094/8484/8730/8993/9422/9597/9966/10856/11022/11050/11421/11456/11583/12211/12496/12670/12671/12727/12851/12991/13280/13716/13910/14429/14461/14502/14713/15023/15078/15599/15674/15737/15741/15980/16097/16327/16629/16719/17098/17189/17318/17463/17482/17777/17865/18653/18751/18758/18864/18921/19205/19245/19376/19378/19405/19545/19761/19884/19971/20103/20184/20237/20327/20372/20543/20610/20941/21103/21225/21388/21718/21726/21795/21892/22177/22449/22493/22677/22678/23551/23598/23624/23644/24182/24220/24258/24486/24865/24965/25052/25634/25641/25647/26288/26897/26903/26916/26985/27214/27334/27365/27402/27489/27760/27905/28269/28653/29074/29250/29251/29985/30426/30638/30867"	150
"GO:224"	"GO:224"	"FOXM1_ECC1_HG19"	"151/3693"	"372/12202"	1.1074381830953e-05	0.000559256282463125	0.00039634629710779	"214/1338/1663/1722/2040/2041/2298/2444/2453/3044/3301/3940/4047/4049/4279/4537/4742/4748/4749/4848/5167/5177/5676/5762/5885/5887/5964/5966/5986/6596/6624/6704/6764/6841/7464/7729/7740/7821/8068/8173/8240/8447/8484/8599/9005/9097/9214/9524/9699/9704/9769/9998/10385/10484/10844/11294/11309/11360/11525/11534/11578/11585/11625/11663/11726/11727/11828/12161/12547/12630/12823/12851/13574/13732/14358/14398/14429/14755/14913/15025/15604/15674/15829/15954/15965/16327/16653/16656/16719/16828/16893/17053/17098/17189/17360/17843/18597/18653/18937/19053/19080/19163/19409/19612/19669/19751/19761/19888/20103/20687/20775/20941/21225/21726/21752/21809/22177/22538/23170/23203/23324/23598/23720/23889/23959/23960/24076/24169/24652/24865/25052/25570/26147/26172/26227/26233/26414/26840/26903/26965/27262/27353/28037/29012/29113/29568/29729/30337/30426/30681/30979"	151
"GO:390"	"GO:390"	"PAX5_GM12892_HG19"	"116/3693"	"288/12202"	0.000162607536245356	0.00513258475925048	0.00363747538956783	"1626/1927/2448/2652/3301/3540/3858/3940/4208/4213/4322/4519/4734/4737/5694/5737/5882/6295/6764/6937/6984/7094/8097/8429/8565/8817/9097/9113/11389/11525/11873/11920/11987/12033/12061/12347/12630/12706/12817/13037/13352/13878/14398/14493/15094/15609/15974/16389/16391/16670/16733/16821/16893/17140/18197/18634/18819/19231/19362/19404/19669/19953/20237/21026/21043/21414/21795/22062/22137/22233/22234/22364/22560/22632/22871/22969/23009/23157/23192/23203/23347/23473/23842/24152/24210/24299/24429/24437/24488/24615/24659/24763/24950/25061/25249/25482/25687/25708/25813/26288/26541/26726/27519/28037/28119/28256/28433/28725/28919/29582/30337/30702/31488/31663/31746/33337"	116
"GO:362"	"GO:362"	"NFIC_ECC1_HG19"	"160/3693"	"418/12202"	0.000226221464042903	0.00513258475925048	0.00363747538956783	"23/142/721/782/868/1482/1656/2290/2412/2413/2448/2453/2652/2750/3609/3645/3750/3898/4279/4443/4692/4734/4822/4870/4930/5116/5345/5592/5829/5919/6302/6383/6732/6918/7842/7984/8048/8068/8268/8322/8357/8429/8694/8745/8888/8932/9094/9445/9878/10121/11533/11570/11582/11642/11663/11724/11778/12249/12291/12566/12649/12703/12767/12862/13103/13312/13555/13765/13830/14053/14054/14398/14680/15050/15599/15604/15861/16193/16785/17113/17182/17418/18178/18653/18853/18910/18937/18948/19163/19205/19318/19409/19419/19688/19816/20075/20271/20287/20502/20639/20825/21063/21111/21114/21221/21317/21340/21411/21628/21853/22057/22761/22788/22821/23085/23474/23804/23876/24614/24615/24645/24700/24760/24865/24961/25181/25288/25482/25568/25570/25623/25802/25911/26067/26156/26583/26589/26637/27580/27972/28033/28414/28842/29303/29400/30038/30241/30620/30929/30979/31080/31092/31612/31668/32002/32370/32384/33288/33326/33337"	160
"GO:361"	"GO:361"	"NFE2_K562_HG19"	"79/3693"	"186/12202"	0.000254088354418341	0.00513258475925048	0.00363747538956783	"214/419/420/432/852/2304/2586/2747/3355/4415/4723/4930/4955/5182/6180/6302/6346/6459/8105/8234/8429/8489/9585/9818/10353/11135/11292/11294/11391/11424/12072/12703/13254/13664/13878/13959/14493/15050/15954/15955/16541/16840/16841/17068/17435/17465/17482/17759/18742/19188/19811/19847/21063/21122/21569/23592/24659/25155/25224/25255/26258/26291/26564/26796/27174/27334/27547/27651/28652/29003/29007/29186/29532/30120/30620/30717/30838/30898/31732"	79
"GO:182"	"GO:182"	"EGR1_MCF7_HG19"	"179/3693"	"478/12202"	0.000364360728277478	0.00613340559267087	0.00434675956541552	"37/123/214/414/419/667/742/848/852/1223/1384/1498/1514/1515/1656/2348/3253/3756/3898/3989/4214/4354/5431/5915/5990/6084/6160/6183/6282/6437/6464/6673/6701/6764/6855/6965/7001/7384/7403/7785/7818/8090/8503/8511/9635/9703/9818/9976/10302/10332/10438/10694/10811/10853/10893/10915/11292/11391/11533/11536/12033/12061/12649/12869/13324/13480/13697/13772/13809/13814/13961/14008/14145/14182/14210/14589/14988/15085/15107/15572/15599/15807/16391/16430/16754/17189/17594/17630/17649/17713/17851/18275/18286/18572/18815/18913/18937/19080/19208/19376/19378/19713/19751/19786/19811/19814/19867/19868/20293/20576/20819/21063/21353/21388/21552/21667/21915/22231/22232/22233/22367/22493/22594/22668/22868/23534/23632/23852/23950/23974/24181/24182/24270/24511/24647/24700/24769/25052/25181/25222/25225/25454/25482/26156/26332/26414/26525/26527/26656/26703/27151/27348/27349/27368/27404/27436/27698/27794/27976/28010/28023/28335/28777/28899/29012/29030/29074/29582/29625/30008/30342/30607/30638/30681/30859/30860/30929/31080/33326"	179
"GO:513"	"GO:513"	"TEAD4_SKNSH_HG19"	"112/3693"	"284/12202"	0.000539074303518059	0.00777807209361772	0.00551233874274106	"449/534/592/697/792/848/967/1094/1481/1589/1663/1722/2264/2298/2386/2652/2831/2835/3043/3304/3429/3668/3708/3756/4183/4277/4488/4818/4871/5010/5057/5058/5159/5177/5640/5882/6133/6531/7066/7092/7706/8067/8880/9228/9703/9834/9897/10689/11289/11578/11663/11725/13324/13425/13590/13814/14358/14468/14501/14670/14764/15166/15692/15716/15954/16327/16653/16656/16790/16821/16893/17095/17671/18186/18412/18653/18722/18890/19277/19404/19805/19953/20310/20576/20903/21063/22375/23324/23335/23547/24429/24954/25214/25732/25760/25818/26147/26288/26583/27651/27698/27752/27913/28511/29039/29113/30155/30337/30717/31219/32221/33337"	112
"GO:32"	"GO:32"	"CEBPB_GM12878_HG19"	"130/3693"	"343/12202"	0.00130887501003651	0.015360624105023	0.0108861119243519	"26/711/1514/1515/1801/2092/2686/3029/3989/4435/4443/4754/4822/5267/5431/5442/5924/6709/7071/7079/7560/7896/8068/8664/9095/9097/9834/9878/10313/10409/10596/11289/11525/11765/11792/11873/11920/12213/12587/12649/12727/12777/12974/13425/13535/13552/13574/13941/13943/13961/14095/14325/14680/14729/15050/15723/15772/16237/16496/16577/16582/16821/17186/17413/17664/17759/17810/17858/17988/17990/18197/18348/18466/18653/18948/18991/19152/19404/19669/19971/20310/20502/20576/21103/21665/21974/21976/22231/22232/22644/22821/23141/23212/23250/23313/23324/23384/23708/24095/24103/24220/24534/24965/25433/25732/25750/25818/26156/26584/26692/26697/26944/26961/27362/28318/28727/28737/29030/29039/29476/29977/30099/30120/30169/30264/30691/30717/32038/33326/33337"	130
"GO:226"	"GO:226"	"FOXM1_MCF7_HG19"	"46/3693"	"103/12202"	0.00136876848460601	0.015360624105023	0.0108861119243519	"214/1663/3044/3940/4537/4697/4742/5676/5887/5986/6475/6709/7729/8599/9524/9782/10844/11525/15025/15674/16653/16656/16828/17360/17495/17843/19053/19669/19761/20941/21726/21752/22538/22821/23598/23959/23960/25570/26172/26840/28037/28319/29568/29729/30337/32221"	46
"GO:400"	"GO:400"	"RELA_GM12878_HG19"	"161/3693"	"437/12202"	0.0015919644826422	0.015924924773705	0.0112860331903277	"490/534/961/1497/1616/2264/2419/2448/2683/2686/2721/2835/2903/3593/3702/3780/3824/3831/3940/4183/4329/4435/4537/5177/5216/5275/5348/5420/5923/6160/6172/6562/6568/6624/6709/6764/6875/7088/7209/7386/7423/7464/7491/7523/8183/8633/8664/9704/9738/9940/10121/10318/10498/10596/11017/11119/11576/11578/11726/11727/11765/11920/12452/12602/12822/13060/13324/14334/14336/14420/14614/14680/14729/14966/15085/15347/15541/15684/15820/15888/15899/15937/16283/16371/16381/16577/16582/16768/16790/16893/17152/17827/17865/19152/19612/19669/19728/19764/19856/19938/19971/20168/20372/20581/20733/20757/21247/21339/21565/21569/21665/21733/21800/21974/22363/22449/22676/22788/22789/23212/23313/23324/23694/23720/23842/23889/23987/24095/24251/24379/24477/24760/24858/25155/25339/25403/25433/25575/25899/26258/26570/26692/26703/26709/26710/26978/27081/27235/28003/28543/29476/29664/30037/30111/30241/30681/31484/31764/32221/33326/33337"	161
