	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:170	GO:170	E2F4_MELCELLLINE_MM9	150/3693	356/12202	9.81680644302816e-07	9.914974507458441e-05	7.0267667171149e-05	CCNE2/PDP1/SLF1/CDCA7/MCM7/ERCC5/RAD51B/SLC39A9/PPAT/NOP58/LTN1/RFC1/TATDN3/FOXN2/PRPF38A/KIF11/DENND1A/RFC4/PML/CCNA2/UBE3D/DSCC1/NPAT/ATM/ALDH6A1/TMPO/NSMCE1/CDK1/SOCS4/NFYA/OARD1/UTP3/TSR1/RPA1/SMYD4/E2F2/CLSPN/E2F8/TMX1/SLC43A3/PPP4R3A/CENPK/CCNE1/IPO9/TIMELESS/SHMT2/SRSF4/RPA2/GPR19/CCNYL1/NEMP2/MCM4/PRKDC/MTO1/OIP5/ENKD1/CEP152/RRM1/ZFPL1/KIF2C/NADK2/SLC9A5/MPZL1/DUSP1/TIPIN/C2CD3/MXD3/EXO1/CDC25A/KMT5B/FIGNL1/AFMID/MCM3/CENPO/TOP2A/ESPL1/CDC45/RASSF3/NCAPG2/MBNL3/FCHSD2/ATAD2/POLA1/PPIL4/RAD54L/MAP4K1/NUP85/CENPI/KNTC1/RSRC2/FANCI/E2F1/PHF19/NOLC1/HIST1H2BB/NCAPD2/CASP2/SCAF8/CDC7/NUP153/FASTKD3/BAG6/KCTD9/EIF4ENIF1/KIF15/CEP57/FEN1/INCENP/MCM2/TOPBP1/NDC80/TYMS/GTF2B/EMC3/FANCD2/MSH6/PIM1/BRMS1L/CNTRL/RPRD1B/BRCA1/SHCBP1/CEP250/PBK/ZCWPW1/HNRNPUL1/CCDC138/MMS22L/TMCO1/SRSF3/PPP1R7/DTYMK/RNPS1/LIG1/NCAPD3/RBM15/GABPB2/SRSF7/FANCM/CNOT6/MSH2/TRIM27/SHMT1/KIF13B/TRMT2A/RANBP1/POLD1/NEIL3/MED9/CORO2A	150
GO:224	GO:224	FOXM1_ECC1_HG19	151/3693	372/12202	1.1074381830952999e-05	0.000559256282463125	0.00039634629710779	NFE2L2/HSPA13/KIF23/DUSP6/NUDCD2/HMMR/PTPN13/AASDH/NMU/CENPF/FOXN2/ATF7IP/IFT80/SMC4/SCLT1/RAD21/KIF11/MYOF/CEP55/PBX3/ANXA1/BHLHE40/CKAP5/CENPC/SKA3/ZDHHC20/SPATA5/NUDT6/CCNA2/MTMR6/WARS2/FOS/TMPO/USP13/MARF1/CDK1/LHPP/DLGAP5/E2F2/WEE1/CIT/AK9/E2F8/ASPM/TMX2/CCNG2/XRCC4/GAS2L3/CEP76/CEP192/FMN1/TIMM9/ANLN/CTNNA1/UBE2T/PIP4P1/CYTH3/PAN3/NUF2/KIF14/LRP6/CDKN1B/CDC42EP4/MALT1/ACTA2/FAS/JARID2/SUN2/ATR/NCAPG/GRHL2/OIP5/MDH1/NUMA1/TAGLN2/KIF18A/KIF2C/KIF20B/ANXA3/NEURL1B/KCNE3/MXD3/GNAI3/CLCF1/CDK2AP2/AFMID/SKA2/PRR11/CENPO/CENPA/KMT2E/CDCA8/TOP2A/ESPL1/NEK2/TROAP/MIS12/ATAD2/PAK4/HJURP/CCNT1/CENPL/MFGE8/ITGB8/UBALD2/CDK5RAP2/PHF19/BUB1/NCAPD2/CBX5/TAGLN/KCTD9/KIF15/INCENP/KIF18B/RFWD3/NDC80/CDC20/YEATS4/USP24/WDR74/PIM1/CIP2A/SF3B3/KIF20A/BRD8/USP1/KPNB1/IFNAR1/PBK/HNRNPUL1/CKAP2L/LGALS1/GTSE1/MAMSTR/DBP/AKAP11/CKAP2/DTYMK/RNF4/CENPE/MAFB/CDC25B/PIMREG/MAML1/RACGAP1/TUBB4B/TMEM205/NEIL3/IER3/PLS3	151
GO:390	GO:390	PAX5_GM12892_HG19	116/3693	288/12202	0.000162607536245356	0.005132584759250479	0.0036374753895678296	MDN1/VPS13A/CEP135/PHLDA1/FOXN2/ZUP1/RRAGA/ATF7IP/CEP112/GNA13/MCCC2/FUT10/CPEB3/MARCH5/CELF1/CHD9/LATS2/UQCRC1/TMPO/TMEM39A/R3HCC1/DCAF17/AGO1/LAMP1/GRHL1/RIC8B/CCNG2/CFAP53/PPP1R16B/NUF2/MRPS31/BIRC3/LCK/CARS2/SMPD1/UFSP2/NCAPG/DOCK4/RRM2B/DIP2B/GEMIN5/PI4KA/KIF18A/ATP6V0D1/SCAMP1/XRRA1/UNC93B1/PLEKHO1/OTUD7B/SPATA4/RAB1A/AGBL5/KMT2E/SETDB2/EIF2B1/BRPF3/RAB31/CENPJ/TENT4A/POLG/UBALD2/CEP95/SCAF8/HPS3/IPO4/RAF1/MCM2/ANKS1A/ZNF23/FAN1/MTMR10/CISD3/SEC61A1/LRRC61/DCTN5/PTPDC1/ATRN/DYNC2H1/TTC4/USP24/ROM1/POR/TSPOAP1/NT5E/CEBPG/SLC25A25/VPS28/RECQL4/ARHGEF1/NIPA2/AMDHD2/KAT6A/GNB2/HUS1/ZNF546/CHAMP1/RHOF/INVS/YIPF1/SRSF3/CIB1/NOP56/NUDT3/CDC25B/EIF5B/WARS/GLRX3/CHMP2A/METRNL/CLUH/TMEM205/BUD23/ZNF692/HMGA1/AKAP17A/JUNB	116
GO:362	GO:362	NFIC_ECC1_HG19	160/3693	418/12202	0.00022622146404290298	0.005132584759250479	0.0036374753895678296	TP53INP1/SLF1/VTI1B/SETD7/SLC25A24/ZNF148/UACA/ARHGAP24/IFI44L/IFI44/CEP135/NMU/PHLDA1/CDON/PTGS2/FCHO2/ANKRD2/TRAPPC6B/SCLT1/TIPARP/HCFC2/CPEB3/GTPBP4/PSMB7/CTSA/ZW10/N4BP2/TTC27/TMEM44/ARHGEF2/TREX1/DSCC1/NUBPL/LRRC58/BYSL/MRM3/NIPAL3/E2F2/STK11IP/BLOC1S6/ABCE1/LAMP1/RAB38/VCPKMT/LINS1/TMEM14C/SEPT11/MINDY2/TGS1/MAP3K5/DDX59/YBX3/CREBL2/ENOX2/MALT1/ANKRD22/ADIPOR2/HERC5/PRKAG2/KLF5/NUP107/IFRD1/SLC47A2/VPS18/TEF/ATP2B4/MFSD4B/IDH3A/PLEKHA8/ABHD13/LIG4/KIF18A/GATAD2B/MCOLN1/C2CD3/KCNE3/CRLF3/ARSD/MPZL3/KRT23/IGFBP6/TP53I13/ST3GAL5/ATAD2/EFCAB14/NUDT9/PAK4/ZFP36/CENPL/NUP85/SNTB2/MFGE8/RNF149/JMJD6/ANXA6/PTPN6/ACSF2/ITGA3/TACO1/UBR2/TRIL/CLTC/PIK3IP1/PLA2G3/ZNF502/CCT3/SELENBP1/TSEN2/SAAL1/MFHAS1/ZNF76/CLK2/GPBP1L1/GUSB/CASTOR1/TMEM120A/IL1R2/RER1/CYFIP1/NIPA2/WDFY2/VASP/AP3M2/PBK/TSC22D4/RBM25/SAP30/CHAMP1/SLC20A1/CKAP2L/PARM1/SLC31A2/MRFAP1L1/MPP3/DSTYK/WDFY1/PTGFRN/RUFY1/PTDSS2/CAPS/RNF24/NACC2/SAP30BP/EPHB6/ZNF182/MCOLN3/IL1RN/TRAPPC2L/SERPINB1/PLS3/TPGS1/MAN2B2/PNPLA2/CSRNP1/ADAT3/EPN1/ABHD8/HES4/GADD45B/JUNB	160
GO:361	GO:361	NFE2_K562_HG19	79/3693	186/12202	0.000254088354418341	0.005132584759250479	0.0036374753895678296	NFE2L2/VPS26A/SUPV3L1/AIFM2/ATP6V1C1/ATG3/NUMBL/FAM118B/SLC38A7/MFSD1/PCGF5/CTSA/ZMYND8/SUMF1/ULK1/TREX1/CEP162/KATNAL1/THRAP3/RAB35/LAMP1/HTATIP2/ARFGEF2/ITFG1/IGF2R/ZNF507/OSGEP/PIP4P1/DHX35/EPB41/TPP1/IFRD1/STX4/SHTN1/PI4KA/FOSL1/ATP6V0D1/MCOLN1/CLCF1/RAD9A/G6PC3/SYNGAP1/CUTA/RRAGC/FBXO30/GNS/NCAPG2/ERP29/ATXN3/FDXR/SLC36A1/RETREG2/CLTC/MORC2/ATP6V0A1/DNAJB9/AMDHD2/SNX8/DVL2/PLD3/UVRAG/KCTD20/GAA/SYNRG/DYSF/RBM15/MAFG/CAPN2/SMCR8/NDUFAF4/ENO1/ADNP2/BHLHB9/NAGPA/TRAPPC2L/ILF3/ATP6V0B/CLCN7/SLC1A5	79
GO:182	GO:182	EGR1_MCF7_HG19	179/3693	478/12202	0.00036436072827747797	0.0061334055926708705	0.00434675956541552	PDP1/LYSMD3/NFE2L2/DDX50/VPS26A/PPP2R5E/SLC39A9/CTHRC1/ATP6V1C1/CSTF3/B3GALNT2/TFRC/CEP19/PIGX/UACA/NUCB2/ZNF786/AVPI1/TRAPPC6B/SEC62/AMZ2/SOX12/TOMM70/KHDC4/ANXA5/ZCCHC9/TPMT/SYDE2/WDR6/N4BP2L1/UBL3/ZNF410/TMED10/TMPO/DNAJC2/UNC80/BABAM2/IL4R/RNF19A/EMP2/SOCS4/NCDN/USP37/PNKD/SLC39A8/SEH1L/ITFG1/RNF145/CNOT2/PRKCD/YME1L1/ING2/TOPORS/TIMM17A/NEDD4/BNIP2/OSGEP/DHX35/DDX59/ZNF281/CARS2/SMPD1/NUP107/UXS1/PPP1R15B/AP2M1/CEP63/IREB2/SQLE/TRIB1/DRAP1/CIPC/SMYD5/PPP3CB/ARRDC4/DMRT2/ARAP2/DENND4A/TENT2/MRPS33/C2CD3/SETX/OTUD7B/PIGP/DPAGT1/ESPL1/KPNA1/INTS4/TIMP1/CERS6/PRPF40B/FH/DPY19L1/CDC26/TWSG1/KLHL8/PAK4/CCNT1/MIF4GD/KNTC1/RSRC2/DICER1/CDK5RAP2/ZNF652/SLC36A1/GM2A/SFXN2/ARL3/KAT7/ATXN2L/LGMN/CLTC/TDRKH/CEP57/NKIRAS2/THNSL1/PGD/MCEE/MPHOSPH10/FAN1/PIP4K2B/GTF2B/PRDM15/ARPC4/UBFD1/PDCD11/LRRC46/LCMT1/EGR1/CCNK/TTI1/RPRD1B/USP31/SECISBP2/TMEM50B/VASP/PPDPF/HNRNPUL1/RBM25/CTDNEP1/ACADVL/KCTD10/CHAMP1/DSTYK/PLBD2/AKAP11/TBC1D17/PNKP/TCF25/MPDU1/FMNL2/PLOD3/ZNHIT1/BNIPL/HNRNPLL/UPF3A/SPTAN1/TMEM131/RFX2/TMEM87B/PABPC1L/FAM3C/SPAG7/POC1A/PIMREG/RNF139/KIF13B/CLUH/FBXO31/CEP72/SFSWAP/FAM168A/MED9/IER3/CNOT3/LENG1/SERPINB1/TPGS1/GADD45B	179
GO:513	GO:513	TEAD4_SKNSH_HG19	112/3693	284/12202	0.000539074303518059	0.00777807209361772	0.00551233874274106	ADAMTS14/VCAM1/MCM7/FUT8/NOCT/CTHRC1/GADD45A/TTC21B/SLC12A8/NRP1/KIF23/DUSP6/PLAC8/PTPN13/TEAD1/PHLDA1/EHBP1/ASAP1/PTPN14/ASPH/RALA/PXDN/PTPN21/AVPI1/BCAT1/JADE1/ZNF367/ZMYND11/NEK6/ZCCHC4/GART/SON/ZFAND5/BHLHE40/STRA6/LATS2/SLC38A2/CNN2/OLFML3/CYBRD1/SLC44A1/ID3/LMO7/HNMT/SEH1L/NCOA7/SH3RF1/WWC2/PARP2/LRP6/MALT1/STAMBPL1/PPP1R15B/PRMT5/NR1D2/TRIB1/TAGLN2/IL7R/PLEKHG4/S100A13/IFIT3/SPRED1/ARID5B/CCDC63/CLCF1/AFMID/SKA2/PRR11/CCDC121/AGBL5/KMT2E/RARA/GATA3/REPS1/MAGI1/ATAD2/TRIM7/DNAJB5/PLD1/POLG/SPARC/CEP95/COTL1/ATXN2L/GPCPD1/CLTC/PLXDC1/WDR74/GNG3/KDSR/VPS28/PCOLCE/PTPRK/KNL1/ANGPTL4/B3GNT2/LGALS1/SRSF3/WDFY1/CAPN2/SPTAN1/DUSP4/KLF10/VIM/PICALM/MAML1/TSPAN4/TMEM205/ILF3/SRRT/ITGB2/JUNB	112
GO:32	GO:32	CEBPB_GM12878_HG19	130/3693	343/12202	0.00130887501003651	0.015360624105023	0.0108861119243519	DPY19L4/EIF2S1/CEP19/PIGX/GSTCD/NR3C1/NCF2/TATDN3/SEC62/CCNL1/TIPARP/FRA10AC1/GTPBP4/WDR92/TOMM70/ZBTB11/RTTN/BATF/PTPN22/METTL9/SAR1B/UTP3/E2F2/IER5/CCNI/CCNG2/NCOA7/TGS1/NISCH/ZMPSTE24/UPF2/PARP2/NUF2/INO80C/CCDC77/MRPS31/BIRC3/PLEKHM3/GFM2/NUP107/MTO1/PIGL/DUS2/PRMT5/USP3/RPF2/MDH1/EHBP1L1/MAP3K11/DRAP1/WDR36/ARHGAP30/GATAD2B/BCL2A1/MCOLN1/ATXN2/SELENOT/COPS2/NECAP2/TLR1/TMEM156/AGBL5/ITGB7/NUFIP2/NOTCH2/ERP29/CTNNB1/CLPB/OGT/CXCR3/EIF2B1/NFX1/TMEM9/ATAD2/ZFP36/SNUPN/ZBTB37/POLG/UBALD2/HIST1H2BB/COTL1/TACO1/ATXN2L/EIF4ENIF1/DUSP22/MITD1/TSGA10/MCEE/MPHOSPH10/COX16/GUSB/MYCBP2/TNFAIP3/CCR1/SLC3A2/WDR74/DDIT3/GARS/KSR1/CLASP1/BRCA1/BMS1/ZCWPW1/GPR55/KNL1/DEGS1/B3GNT2/DSTYK/MRPL44/ZBTB4/EIF4A1/OGA/XPC/LYSMD1/IL2RB/ZBTB45/ARL5B/RNF139/PICALM/EHMT1/LONP1/SURF6/NAGPA/NADK/CRLF2/ARID5A/ILF3/WDR24/GADD45B/JUNB	130
GO:226	GO:226	FOXM1_MCF7_HG19	46/3693	103/12202	0.0013687684846060099	0.015360624105023	0.0108861119243519	NFE2L2/KIF23/CENPF/ATF7IP/RAD21/NT5DC3/KIF11/CKAP5/ZDHHC20/CCNA2/KCNG3/BATF/CDK1/ASPM/GAS2L3/SALL4/UBE2T/NUF2/NEURL1B/MXD3/SKA2/PRR11/CENPA/NEK2/SGK3/TROAP/HJURP/UBALD2/PHF19/KCTD9/INCENP/KIF18B/CDC20/GUSB/PIM1/KIF20A/BRD8/CKAP2L/GTSE1/CKAP2/CDC25B/C1QTNF6/RACGAP1/TUBB4B/TMEM205/ITGB2	46
GO:400	GO:400	RELA_GM12878_HG19	161/3693	437/12202	0.0015919644826422	0.015924924773705	0.0112860331903277	PPID/VCAM1/IL23R/TNK2/PNRC1/PLAC8/RCBTB2/CEP135/APOBEC4/NCF2/BMP2K/ASAP1/ZC3H12C/FAM129A/GALC/ZFP36L2/ATP6V1E2/MCFD2/ATF7IP/BCAT1/SIRPB2/CCNL1/RAD21/BHLHE40/IKBKE/APLF/RHOH/IL7/CD226/TPMT/MBOAT1/LY96/RDH10/WARS2/BATF/TMPO/HIVEP2/SLC25A12/SELL/IL21R/SF3B1/MARF1/FABP9/SPPL2A/DENND5A/CTSZ/IER5/CEP192/NFKBIE/NFKBIZ/MAP3K5/GNL3/DNAJC18/UPF2/PAN2/CBLB/ETV6/LRP6/ACTA2/FAS/INO80C/BIRC3/IRAK3/IRF5/NCALD/MARCKS/PPP1R15B/SLAMF7/SLAMF1/BTBD19/GRK3/GATAD2B/BCL2A1/NCF4/DENND4A/P2RY10/PPFIBP2/EGR2/CSF1/CD69/CLEC7A/CPNE8/SNX10/CTSS/RPRD2/TLR1/TMEM156/CXCR5/CCDC121/KMT2E/TRIM13/RND1/FCHSD2/ZBTB37/ITGB8/UBALD2/RUBCNL/TRAF1/DNAJB2/ICAM2/HIST1H2BB/THOC1/NUP153/IL27/LAPTM5/RFTN1/ATAD2B/RFX5/STAT5A/ATP6V0A1/DUSP22/DOCK10/DENND3/MITD1/MLLT6/TYMS/PRRT3/GPBP1L1/TMEM69/TNFAIP3/SLC3A2/WDR74/NINJ1/CIP2A/TSPOAP1/SF3B3/HTRA2/KSR1/NOD2/TIMM21/PHF20/AP3M2/LAT2/SNX8/FFAR2/SYTL3/GPR55/PRMT1/HORMAD2/UVRAG/RNF213/ZBTB4/MPDU1/TP53/WRAP53/ADGRG5/IKBKB/NEIL2/NCOA1/UQCRC2/EHMT1/CLIC2/MCOLN2/MKNK2/IL1RN/IER3/NFIC/IGFLR1/ITGB2/GADD45B/JUNB	161
