"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:390"	"GO:390"	"PAX5_GM12892_HG19"	"67/2079"	"288/12202"	0.00378713397681334	0.329218323260561	0.305371868370921	"1626/4213/4835/5372/5694/5696/6295/6451/6937/6984/7072/7848/8097/8222/8429/9113/9414/12056/12235/12252/13150/13295/13915/14398/15745/16229/16670/16893/18197/18819/19231/19304/19404/19617/19953/20446/21043/21516/21808/21816/22049/22234/22372/22871/23369/23774/23830/23842/24152/24488/24489/24615/24659/24950/25061/25249/27137/27519/28037/28061/28119/28433/28725/29032/31488/31663/31746"	67
"GO:356"	"GO:356"	"MYOG_C2C12_MM9"	"45/2079"	"190/12202"	0.0113348092113691	0.329218323260561	0.305371868370921	"186/346/1488/2134/2258/2510/4905/5556/6214/7006/7187/7554/8222/8378/9414/9616/10214/10564/10684/10818/10916/11803/13895/13958/14659/15875/16753/18471/19521/19949/19965/19973/22372/23872/24659/25688/26147/26682/28003/28511/28637/28725/29757/30244/32300"	45
"GO:42"	"GO:42"	"CEBPD_K562_HG19"	"85/2079"	"405/12202"	0.0205959701862296	0.329218323260561	0.305371868370921	"722/752/1214/2146/2556/3369/3933/4123/4277/5445/5600/5656/6133/7266/7394/8068/8467/9174/9302/9414/9588/9692/9739/9877/10409/10720/10721/10818/11095/11289/11474/12697/12995/13035/13084/13479/13757/14698/14714/15023/15664/16000/16229/16376/17197/17988/18129/18466/18853/19349/19521/19856/20310/20327/20364/20576/21808/21999/23016/23158/23245/23369/23708/23764/23844/24659/24952/25146/25857/26082/26088/26369/26702/27367/27402/27809/27867/27888/28171/28725/28978/29032/30473/30622/32316"	85
"GO:202"	"GO:202"	"ETS1_GM12878_HG19"	"30/2079"	"122/12202"	0.0209297514482124	0.329218323260561	0.305371868370921	"888/2237/2556/6443/8429/9023/10599/15354/18759/19080/19304/19547/19617/19973/20212/21999/22240/22478/22688/23475/23842/23843/24598/25777/25783/26961/28389/28480/30100/30434"	30
"GO:576"	"GO:576"	"ZZZ3_GM12878_HG19"	"41/2079"	"177/12202"	0.0215923138775495	0.329218323260561	0.305371868370921	"920/1538/1802/1966/2933/4380/5205/5372/5445/5696/5828/7395/7646/7717/7757/9174/9999/10409/11095/13862/14225/14398/15863/16488/17061/18987/20502/21043/21297/22789/23407/23605/25454/25581/25658/29153/29983/29984/30100/30347/32038"	41
"GO:397"	"GO:397"	"PTPRE"	"88/2079"	"426/12202"	0.02726387686352	0.329218323260561	0.305371868370921	"279/416/874/1521/1630/1966/2290/2298/3592/4212/4835/5367/5544/5683/5885/5888/5990/6048/6214/6291/6451/6948/6966/6984/7204/7215/7554/7951/8222/8324/8693/8929/9445/10119/10812/11017/11212/11313/11635/12387/12994/13050/13318/13757/13988/14093/14159/14249/15292/15748/16190/16229/16247/16439/16464/17061/17255/17275/17521/17752/18165/18346/18789/18987/19224/20149/20506/22023/22474/23440/23774/24242/24480/24637/25115/25531/26585/26807/27137/27367/27547/27624/27917/29081/29450/30203/30988/31240"	88
"GO:437"	"GO:437"	"SERGEF"	"83/2079"	"401/12202"	0.0299532854470134	0.329218323260561	0.305371868370921	"279/416/462/1521/1630/1802/1966/2003/2290/2298/2565/4012/4212/4611/5544/5600/5888/5990/6048/6214/6291/6451/6652/6701/6966/6984/7175/7204/7215/7554/8182/8693/8785/8929/9445/10119/10315/10812/11313/11635/12387/13050/13318/13561/13988/14093/14249/14398/15748/16210/16229/16247/16439/16464/17061/18165/18181/18346/18789/18987/19060/19224/19228/19466/20850/20874/21500/21829/22474/23774/24242/24480/24637/25115/25531/25783/26416/27137/27367/29081/29450/30988/31240"	83
"GO:219"	"GO:219"	"FOXA1_ECC1_HG19"	"62/2079"	"290/12202"	0.0305855055302985	0.329218323260561	0.305371868370921	"588/592/888/1193/1630/2585/3256/3473/5367/5556/6122/6234/6475/6482/6678/7321/7394/7481/7561/7752/9741/9966/10711/11212/11642/11737/12970/13209/13428/13916/15664/15754/16488/19404/20357/21759/22285/22367/22668/24658/24950/24991/25076/25242/25287/25556/25592/25722/26103/26525/26570/26682/26890/27262/27586/28975/29952/30155/30230/30558/31168/31391"	62
"GO:550"	"GO:550"	"ZBTB33_K562_HG19"	"95/2079"	"466/12202"	0.0309317458459065	0.329218323260561	0.305371868370921	"346/374/888/1299/1666/2237/4047/4049/5009/5116/5885/5888/6276/6282/6443/6482/7069/7228/7583/8182/8429/8854/9023/9563/9588/10055/10315/11218/11289/11583/12203/12263/12696/13074/13533/13876/13958/14200/14395/14518/15132/15190/15354/16439/17434/18141/18759/19080/19206/19304/19547/19617/19787/19973/20212/20858/21516/21550/21566/21999/22205/22240/22447/22478/22527/22538/22668/22688/22781/22810/23475/23721/23842/23843/24598/25592/25676/25777/25783/25857/26122/26508/26961/27809/28389/28480/28575/28970/29341/29391/30100/30434/30863/30870/31401"	95
"GO:271"	"GO:271"	"JUN_HELAS3_HG19"	"62/2079"	"292/12202"	0.0347214635291061	0.329218323260561	0.305371868370921	"719/1182/2003/2489/2538/2585/2694/5167/5445/6050/6511/8378/8853/9782/10716/10834/11004/11191/11461/12278/12545/12622/14891/15023/15213/15999/16164/16376/16767/16893/17589/17752/18264/19286/19521/19702/20153/20310/20888/21386/22502/23387/23440/23538/23585/23938/24029/24811/25251/25568/25578/25692/26247/26682/27698/27742/27795/28010/28511/28674/31668/33357"	62
