"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:405"	"GO:405"	"RELA_GM18526_HG19"	"112/2150"	"495/12202"	0.00222104040930497	0.0759740617729183	0.068887372321458	"214/403/418/683/792/1218/1359/1497/1696/2134/2218/2903/3122/3201/3593/5216/5924/6451/7380/7523/7870/8503/8719/9940/10125/10335/10402/10702/11292/11856/11924/12208/12743/12777/12851/13101/13326/13588/13730/13940/14144/14273/14383/14424/15253/15722/15959/16388/16496/16530/16867/17356/17666/18174/18176/18361/18601/18930/18931/18947/19521/19612/19731/19856/19884/19983/20107/20244/20499/20524/20621/20644/21063/21720/21755/22265/22279/22673/22765/23219/23313/23842/23987/24251/24478/24700/25049/25051/25575/25661/26130/26247/26258/26526/26614/26709/27081/27136/27170/27402/27767/27914/28446/28779/29424/30122/30529/30769/30778/31355/31764/33326"	112
"GO:274"	"GO:274"	"JUND_A549_HG19"	"94/2150"	"406/12202"	0.002378980148621	0.0759740617729183	0.068887372321458	"792/921/1187/1311/2263/2307/3301/3375/3472/3609/3629/4255/4340/5139/5337/5445/5840/6404/7079/7256/7523/7562/7987/8101/8889/9334/10262/10264/10292/10335/10531/10532/10767/10835/11136/11433/11461/12003/12070/12547/12586/12969/12974/13334/13335/13425/13588/13830/14403/14493/14519/14945/15050/15253/15903/15938/16326/16496/16536/16828/17511/17988/18170/18197/18985/19811/19849/21572/22427/22577/22760/23371/24478/24537/24614/24659/24926/25008/25661/26041/26219/26508/27359/27381/29631/30120/30724/30858/30898/30939/31218/31355/32456/32832"	94
"GO:378"	"GO:378"	"NR2F2_MCF7_HG19"	"91/2150"	"394/12202"	0.00297906660473186	0.0759740617729183	0.068887372321458	"151/214/279/308/432/759/1187/1757/1785/1874/2489/2572/3089/3185/3822/4925/5093/5840/5956/6047/6179/6608/6853/6854/7174/8143/8422/8464/8520/8889/10430/10716/10842/10992/11226/12061/12353/12766/13005/13045/13192/13247/13730/13928/14127/14383/14422/14424/14619/15453/15807/15865/15942/15950/16391/16816/17434/19277/19796/21108/21300/21818/22130/22231/22498/22540/22632/22750/23863/24409/24436/25058/25467/25554/25629/25871/26151/26542/26553/26663/26979/27436/28848/29027/29291/29582/30551/30681/31521/32300/32646"	91
"GO:224"	"GO:224"	"FOXM1_ECC1_HG19"	"86/2150"	"372/12202"	0.00371214198932385	0.0759740617729183	0.068887372321458	"214/921/1135/1722/2218/2453/3216/3301/3709/3940/3951/4052/4340/4576/4579/5015/5476/5821/5840/5886/5964/6528/6596/7729/7740/8068/8173/8378/8599/9441/9524/9699/9769/10386/10564/10996/11663/12547/12851/13721/13928/14398/14424/14429/15025/15954/15965/16256/16326/16388/16719/16720/16745/16828/17266/17837/17853/18963/19612/19686/19704/19761/19807/20103/20282/20286/20524/20534/20775/21346/22256/23333/23959/24471/25777/26542/26840/28352/28573/30426/30483/30681/30769/30979/31293/31623"	86
"GO:433"	"GO:433"	"RXRA_GM12878_HG19"	"47/2150"	"183/12202"	0.00376109216697615	0.0759740617729183	0.068887372321458	"214/403/1359/3940/4930/5010/5491/7069/7562/8428/9995/10835/11433/12033/12547/12852/12853/13299/13948/13961/14493/15147/15253/16055/16846/17266/18348/19884/20413/21945/23842/23987/24659/25783/26235/26702/27402/27760/30076/30681/30724/30898/30988/31146/31748/32646/33326"	47
"GO:244"	"GO:244"	"GATA1_MEGAKARYOCYTE_MM9"	"96/2150"	"425/12202"	0.00464457564977582	0.0781836901045596	0.0708908914965783	"151/261/403/1363/2487/3472/3755/3933/4041/5337/6249/7381/7603/7801/8092/8825/9267/9518/9802/9903/10067/10575/11314/11315/11912/12014/12241/12766/13092/13093/13101/13192/13925/13996/13997/14092/14429/14867/14873/15044/15703/15722/16379/16719/16720/17785/17853/17988/18631/19205/19521/19686/19947/20107/20184/20621/20727/21063/21244/21294/21559/21629/22279/22667/23071/23505/23633/23786/23814/23842/23991/24028/24478/24499/24917/25049/25149/25451/25734/25829/26291/26665/27165/27285/27627/28006/28782/28848/28892/30334/30576/30727/30728/31623/32158/32300"	96
"GO:170"	"GO:170"	"E2F4_MELCELLLINE_MM9"	"81/2150"	"356/12202"	0.00729084906636688	0.105196536529008	0.0953840404171307	"24/169/2443/2526/3187/3301/3347/3833/4602/6652/6678/7381/7729/7870/8068/8461/8993/9597/10347/11022/11456/12453/12620/12727/12851/12991/13159/14429/14713/14753/14984/15023/15078/16055/16273/16326/16388/16536/16719/16720/17266/17356/17837/19205/19245/19545/19704/19761/19884/20103/20184/20298/20543/20621/20728/21892/22256/22449/22780/22781/24218/24220/24258/25218/25247/25641/26603/26897/27214/27334/27402/27760/27905/28422/28573/29958/29985/30231/30426/31748/32047"	81
"GO:361"	"GO:361"	"NFE2_K562_HG19"	"46/2150"	"186/12202"	0.00862006021648319	0.1088282602331	0.0986770051097417	"1/214/418/432/2304/2586/2747/2748/4415/4930/8210/8234/9238/9816/10262/10835/11202/11292/11424/12072/13254/14493/15050/15874/15954/16841/19252/19811/19849/21063/24659/24743/25255/25661/26258/26291/26553/26564/27334/27948/29961/30120/30551/30724/30838/30898"	46
"GO:356"	"GO:356"	"MYOG_C2C12_MM9"	"45/2150"	"190/12202"	0.0199047833222444	0.22337590172741	0.202539900471961	"1/214/1722/1764/2134/3349/6214/6542/7174/7446/8378/8889/9767/10564/11627/13432/13487/13907/13945/14402/14659/16691/17939/19314/19521/19849/19949/19983/22760/23349/23950/24659/25988/26130/27440/27546/27952/28511/28777/28779/29623/30769/31578/32219/32300"	45
"GO:362"	"GO:362"	"NFIC_ECC1_HG19"	"89/2150"	"418/12202"	0.0282624572122256	0.25416143488963	0.230453828404355	"782/868/1785/2134/2290/2413/2453/3216/3375/3609/3750/4376/4576/4692/4822/4930/5257/5328/5445/5840/5919/6370/6650/7838/7983/8068/9092/9445/9718/10262/10292/10402/10600/10812/11570/11663/11778/12859/13830/14054/14398/15050/15942/16019/16021/17113/17409/17655/17936/18613/19205/19419/19588/19688/19690/19778/20234/20271/20639/21063/21111/21317/22057/22427/22765/23474/23876/24614/24635/24700/24759/25623/25734/25783/26542/27263/27381/27972/28033/28494/29400/30201/30979/30995/31085/31218/31975/32370/33326"	89
